Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
COG,55.7223428784,57.1223362757,57.553697442,59.0263734715,62.6328635466,66.2961029294,69.2307376028,73.5109035043,77.112977015,81.8599359876,83.4321256664,85.8356167384,86.1179336465,89.4413214939,88.8225867751,91.0779654746,80.3120445894,72.1069192672,64.0471121899,57.5602528108,54.327386532,55.0021018963,56.4035047609,56.6398403223,58.6785539811,59.6056549452,58.0782811729
COL,0.523803982548,0.49538357778,0.457766705963,0.4377166323,0.401070558035,0.376077869418,0.356001619909,0.331232758169,0.310396598475,0.289668848953,0.280486919106,0.266407759097,0.252471194584,0.226425923949,0.207492027585,0.187318939728,0.172815145174,0.156242579062,0.144916140703,0.137074792009,0.128764631231,0.119762827647,0.114806806858,0.110981900838,0.10688724618,0.108482850457,0.107504109054
COM,0.301225748338,0.302367769451,0.307203364082,0.30939973215,0.317092100166,0.321052199554,0.318050758194,0.319862981434,0.324445478148,0.301046461445,0.283350794668,0.275858964557,0.28417837253,0.294495980871,0.292687422612,0.242905590609,0.247053166284,0.218332605754,0.209708172474,0.324443747215,0.86255772975,0.922323422475,0.692084780884,0.825262536986,0.131183912842,0.129543971015,0.128702602554
CPV,0.0185441287448,0.0194064773962,0.0206451854714,0.0228717479634,0.0271662261507,0.0363016283185,0.0565756369107,0.0905266680573,0.111145187861,0.0983598988476,0.0924417162394,0.088684361306,0.0863544244137,0.084521297088,0.0831166818388,0.0819748446131,0.0823143213462,0.0811336736514,0.0792746839627,0.0776944296872,0.0770766247916,0.074910535315,0.0725103333285,0.0712252277733,0.0703820067067,0.0699356039093,0.0694795144033
CRI,0.0250009219914,0.0234573121409,0.0223301934332,0.0212439501536,0.0201087408603,0.0189806075949,0.0179454267838,0.0169326654669,0.0159063598031,0.0147501993128,0.0135577683918,0.0126190967981,0.0117167901614,0.0109027276826,0.010096806542,0.00927794773868,0.00854600630914,0.0079140286616,0.00741149977532,0.00704539851169,0.00672566231401,0.00627903374497,0.00584565878647,0.0054717215659,0.00509608030174,0.0047443199481,0.00440773509094
DJI,0.0537645648789,0.0525081853658,0.0523208039413,0.0543658476698,0.0566789150926,0.0626379652295,0.0713932749687,0.0945110454332,0.127620058709,0.195249745094,0.198521510076,0.300335800771,0.541415715005,0.81477098402,0.74862883938,0.716740979412,0.517891331617,0.335916847711,0.0995364498399,0.0486207819014,0.0294694316363,0.034704351539,0.0548392437491,0.0876193484775,0.0883677013287,0.0893739069433,0.091121429091
DOM,0.107668271517,0.0967211836138,0.0865718645874,0.076898176418,0.0669332945134,0.0574011832241,0.0489830664524,0.0423144747007,0.0377548531341,0.0357490262892,0.0339297765959,0.032486423807,0.0313628070544,0.0303981082473,0.029626622225,0.0290365625943,0.0284252305924,0.0275249869205,0.0267110256402,0.0259419855191,0.025092860834,0.0244505822135,0.0241286991912,0.0229502098545,0.0227023203139,0.0225600957088,0.0221298469387
DZA,0.0271297723085,0.0270241757699,0.0264763860692,0.0265663697361,0.0266985408268,0.0261510540626,0.0264645289774,0.0266571187101,0.0271477543073,0.0268171888369,0.0265302728925,0.0263752626526,0.0262904965307,0.026066193065,0.025775859253,0.0252430980577,0.0247668358216,0.0246758127504,0.0238742198505,0.0235125884411,0.0226293845359,0.0223934274113,0.0224386377053,0.0216160447441,0.0217323769916,0.0216291231219,0.0216693699682
ECU,0.688421849771,0.687959526437,0.675832780864,0.653032752606,0.594591625049,0.551708800422,0.506102603146,0.458685024478,0.435020093692,0.373784539696,0.310376003289,0.252691912953,0.204036623274,0.165432523935,0.137733627992,0.11555277683,0.0995580251422,0.0883943869279,0.0805719037171,0.0746738245398,0.0707834506073,0.0675286417657,0.0649882455495,0.0631301659593,0.0604653212076,0.0598012239333,0.0600562517381
EGY,0.0109770337359,0.0108883637871,0.0106969944558,0.0107937287603,0.0108734615042,0.0107031957016,0.0107546237002,0.0108130497453,0.0106819750303,0.0106207992555,0.0104028235187,0.0105846205598,0.0106085679317,0.0106011810092,0.0104812933957,0.0103807374661,0.0104414447899,0.0103568345429,0.0103944872804,0.0104884529137,0.0104757261897,0.0103701373428,0.0103653293863,0.0101615433035,0.0101179793159,0.0100736838243,0.0100312291288
ERI,15.7460142607,14.9683171931,14.6210432785,14.3514086793,14.2879614528,14.5768023083,14.8783793879,15.1672010828,14.832115483,15.5563786503,15.5323531384,15.7753864504,12.2721053271,11.8693174902,11.2673338585,11.2041545998,10.6688009288,9.69785750242,8.66407422161,8.13763715,8.28180964777,7.42462830856,7.22373275629,7.23453175298,7.43128462433,7.55920452265,7.6630474947
ETH,24.9130701683,24.7103920562,24.4515968119,24.2364308125,24.3175638047,24.4790074267,23.822770784,23.3451751513,23.1935854898,23.0424161758,22.8344817781,25.4793759259,25.573833697,26.1030534222,25.7770353897,24.9383826655,15.3337670794,11.5187282048,5.6568286351,2.98315342484,2.32906049769,1.75972225048,1.82010214437,1.73843957033,1.59996587797,1.63752310207,1.57304586855
GAB,68.5077156104,72.6299814879,73.5576160961,71.0537092673,70.2550547117,71.3492322477,71.467584699,72.0754837936,74.459196313,76.0306297928,73.0791194014,73.8132133405,70.1787913459,66.8102262656,60.6128853468,54.3769597229,48.1199214557,42.0437808378,39.8471139499,40.5404318831,43.0628261889,47.2296205455,51.7277895421,52.2812527497,49.4155955008,44.4818918328,43.3399906819
GEO,0.0376619980635,0.0365582573972,0.0359887610792,0.033759286693,0.0314023451828,0.0272511777832,0.0239110616223,0.0222397173042,0.0211766057539,0.0199961317628,0.0189522897927,0.017922520501,0.0172105211623,0.0164816990055,0.0160219921514,0.0150892451794,0.0142364020652,0.0134697858004,0.0129512654007,0.0122522965614,0.0115023865105,0.0107659369706,0.0,0.0,0.0,0.0,0.0
GHA,73.9580192204,79.0287486674,80.1175086061,80.5473562325,81.6128327626,83.8836030723,86.0821211199,87.6389643185,89.9998683016,92.5019038364,95.9354075045,102.280794259,107.451430246,115.021714342,115.665613789,113.12600636,108.23700339,109.402075422,111.763888251,107.092960474,102.418551398,92.6182134612,84.9152406217,78.3353900266,74.9868630521,70.7860167813,68.5861384916
GIN,87.9376445839,91.6853166834,92.1700170402,92.8051480862,93.7744529369,94.2040426864,93.6764037235,91.764206612,92.3432671936,96.1610476966,98.7919712577,108.083482238,114.693675083,122.459480925,131.2305841,132.407947507,131.617302235,128.916442756,124.158507127,115.809207825,112.092048343,107.701968466,103.0585941,100.330116452,96.7233093418,93.3005343023,91.4550336311
GMB,60.1504917557,61.0678486749,60.1586138868,60.4458217049,60.1255963935,58.9747025659,58.956690247,58.0842374451,58.9774176613,58.9221825702,58.7343018229,47.6263637999,42.764369055,40.2338270353,34.0973739319,28.7249463532,25.4515619419,23.7528109541,23.3429695933,19.6798638842,19.8608921523,21.6098125596,22.2075332708,20.0482256871,17.7219197599,16.8163377133,16.1693547068
GNB,76.520249026,76.0076289597,74.6034778708,73.4491756053,72.0314106966,71.5047227019,70.8180531125,70.0006648505,71.2419309641,71.0778407757,76.1341014739,67.0940020205,58.5393368004,51.1430519447,42.7488457343,35.5225198233,29.9287159925,26.9946359119,26.8513267348,25.7519178864,25.2482568304,25.6745760382,24.631541817,25.6449988686,24.2264501419,22.8358699029,22.322984168
GNQ,91.3720468487,104.968506187,115.76454477,127.04180654,137.797093136,145.332406131,156.372455755,157.743490336,163.900028958,168.489527762,169.234136466,165.994063134,164.097943446,171.244399851,195.43671725,180.281937662,149.065747544,146.802291271,141.290997102,118.176162855,121.444742639,145.366653876,145.323406763,138.968304181,112.774770332,111.578720339,107.395253646
GTM,2.45559373705,2.24950001864,2.03549323936,1.82410383531,1.62612824396,1.43049707022,1.26620764915,1.12026342581,0.97568098877,0.799564369789,0.64557664174,0.523439418627,0.432459508349,0.360994280216,0.306867425561,0.264956742428,0.23451658896,0.211536042029,0.195082245834,0.183438467711,0.174705005521,0.167276241698,0.16035328085,0.156157354457,0.15206080211,0.15287493098,0.152510023135
GUM,0.464976983955,0.471771836376,0.473246632243,0.470117098311,0.463119699578,0.453015492934,0.445806472695,0.437245233399,0.427001472443,0.424267977683,0.417967328808,0.413132005999,0.409872115613,0.408279603432,0.409256224279,0.412957089501,0.419110763652,0.427216001233,0.433691110382,0.440921695942,0.44074002058,0.438475258157,0.437666260258,0.435484739853,0.433670796457,0.432889500799,0.43062746675
GUY,3.13026640038,3.98003483926,3.88995976908,3.84757564621,3.93188339519,3.9850673588,3.89425997431,4.14191460916,4.10965851634,3.61393001125,3.42343870942,2.931092055,2.73155651591,2.64306169437,2.47764550197,2.35021638563,2.07686059937,1.91696410359,1.82930100236,1.95056407795,1.8766697619,2.53985722252,2.36415370832,2.11124536098,1.81436545203,1.69931719991,1.64808142172
HND,0.528294356164,0.515652524035,0.512388344736,0.499349564176,0.492050161639,0.488499965583,0.479504255369,0.467564165398,0.460035771006,0.451174021883,0.44217541615,0.440620641324,0.437255772395,0.433960824871,0.429510638862,0.422556033732,0.417613649666,0.412540100291,0.406775064071,0.401300348958,0.394959081526,0.393370572059,0.393548352263,0.387518847549,0.378446085196,0.375274498644,0.36931596093
HTI,0.172337374667,0.212138376556,0.198856062268,0.190031811087,0.187502037457,0.196061740525,0.19415270474,0.16422512373,0.157320013088,0.15275455933,0.144954429793,0.132572811122,0.131117324827,0.127934822137,0.120673608647,0.118262897245,0.134923713772,0.130019835196,0.127084453078,0.123430678004,0.128267669175,0.113551781916,0.107733255094,0.103127478412,0.101651049761,0.0978700178675,0.0964529012595
IDN,6.35756304958,6.3380659006,6.07928348091,5.84920277438,5.89285949723,5.55311021916,5.47675737699,5.87355233936,5.25000777408,4.7426393791,4.13076670513,3.84640747805,3.67523543427,3.55206101357,3.5884436895,3.53221216522,3.46498482261,3.37041081679,3.22273537695,3.21450173904,3.31147319574,3.0545159469,3.06916689534,3.27606223026,2.83325690591,2.71071279191,2.66133197932
IND,6.56561980409,6.53631861919,6.42599731947,6.40076140981,6.29561525076,6.23827978766,6.10670194032,6.08200590047,6.05062658191,5.97163771284,5.93171619471,5.80592795513,5.57172593856,5.32092032248,5.07910604717,4.84384629641,4.67877953375,4.57350621915,4.38370815767,4.22817314393,4.13517762992,4.12336013382,3.97293711033,3.98825985984,4.03775548989,4.06300680812,4.02056689707
IRN,0.0207738483367,0.0214082551242,0.0221502784106,0.0222398629887,0.0225496273776,0.0227065557792,0.0233178077016,0.0232399616692,0.0236307420488,0.0230209848723,0.0224780763683,0.0220345007607,0.0214451580633,0.0209494727623,0.0200179789041,0.0189972245055,0.0179134760296,0.0168400467334,0.0162187704041,0.015765513649,0.0151211702861,0.0143819704872,0.0146131196791,0.0139108156761,0.014098650396,0.01391492285,0.013873348184
IRQ,0.0568573361042,0.0552232381457,0.0532547748234,0.0510790884156,0.0486761256271,0.046985022962,0.044952280144,0.0435301843922,0.0396005048144,0.0367752706977,0.0354377974497,0.0318642412307,0.0311442762552,0.0297113401488,0.0279752474549,0.0262470091435,0.0246415746534,0.0231599154366,0.0216438535261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEN,34.8467453709,37.6333021144,39.1998543366,40.427521348,41.3764149878,42.641719094,43.2802067606,43.8506775017,45.4148880118,45.5885996781,37.2595883545,41.1108320899,37.6781944995,39.8393955196,35.8388452225,29.5355425487,24.5836063883,20.3761480873,16.5601467232,13.2023819992,7.61405116498,3.64270521595,3.82810789156,7.8490557775,10.9216530571,10.9400953232,10.7202556768
KGZ,0.0450891674487,0.0426868502046,0.040996602854,0.0421003077019,0.0437953145893,0.0423480578709,0.0377992475085,0.0339459048787,0.0312864702844,0.0290320275436,0.0276229083757,0.0257713091993,0.0245238540224,0.0231425630615,0.0217693162842,0.0210913414314,0.0204697233169,0.0190955207277,0.0173540387987,0.0155635422254,0.0141168326803,0.0127276766729,0.0115110444842,0.0,0.0,0.0,0.0
KHM,31.3924036351,30.0650963345,27.9422598184,27.171609974,25.2400286405,24.2079246671,22.9652761464,22.8620591162,20.9713819036,20.9072147597,21.4929775238,20.0713601028,19.654297418,19.583608655,18.7156362168,17.6298124612,17.3098869394,16.4487244442,16.4938762874,16.3514441069,16.0720952247,15.6366866655,15.1832973019,14.7868557263,14.4401005704,14.2930084005,14.2212654617
KOR,0.0366322963638,0.0332911508332,0.0299131500928,0.0272079773474,0.0250105651169,0.0226674655701,0.0205840433592,0.0186864396078,0.0170311209016,0.0155430425434,0.0139974419722,0.0125508912235,0.0112506238355,0.0101513187712,0.00910713834687,0.0082208570326,0.00739441126199,0.00679161865499,0.00625552613404,0.00579329444257,0.00532740476345,0.00484714337464,0.00443050770748,0.00406638734663,0.00381506548412,0.00359347834639,0.00338715818481
LAO,0.641471007404,0.621362113265,0.644512468346,0.622301623835,0.639096936999,0.600039005826,0.639073932886,0.602596598944,0.574686382402,0.525133110527,0.512703398199,0.494446177999,0.483317947249,0.471649818412,0.458117878022,0.43954314387,0.421327236251,0.402704982717,0.416271402276,0.407917332041,0.405565908751,0.383931549632,0.387179827358,0.378623116647,0.370791895022,0.357762038269,0.356541184404
LBR,95.9759094615,97.9684303263,99.7042799599,101.96588694,105.633008483,107.761226306,112.941261261,115.795546554,118.976430137,119.037485183,119.229319145,120.390452222,121.555988857,123.442287165,126.558275907,126.7237532,123.200610992,117.53069572,109.6796273,98.9968365347,91.9070375626,84.5966797683,67.8000988266,59.7209994787,63.8867394424,60.1965558152,58.7588973896
LKA,0.906415098178,0.903188663918,0.884577018832,0.858148205973,0.847655768499,0.859193110044,0.88526393232,0.857647967235,0.77668841354,0.609731209557,0.514090773008,0.42424349502,0.346321167472,0.287221697395,0.243239733508,0.21712764346,0.188510596354,0.170538301745,0.158916604405,0.149490238948,0.143690940139,0.138265522307,0.135115657926,0.135101792946,0.132998751196,0.133257947026,0.0
MAR,0.0245741344061,0.0244791557583,0.0241546715461,0.0242249285889,0.0242332714056,0.0239242927008,0.0241305262147,0.0245454816148,0.024370192837,0.0243491599941,0.0241086763452,0.0242205353323,0.0242894818788,0.0242977804158,0.0241334639224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDG,34.505717574,35.4280284582,35.5420676036,36.5656783272,36.4781252164,35.8418448729,34.9111086624,34.5901788639,35.1346210944,35.5464565974,35.9213568115,40.3841382163,44.5722124236,49.8495549314,54.3259913996,56.3563322307,55.2731247736,52.087759144,45.0544724488,37.4810735458,31.2231619852,25.3531119592,25.5194165953,28.6866127792,27.5966715571,25.2111579648,24.4363557325
MEX,0.0373366828712,0.0344803454727,0.0322073253066,0.0297941948894,0.0276162717473,0.0254880651224,0.0232888809252,0.0217852378016,0.0202955834405,0.0184530321765,0.0166626090454,0.0153325975672,0.0145016079604,0.0137124529345,0.0126809726007,0.0121008001034,0.0112950515528,0.0106111689812,0.0104944845111,0.0103316247801,0.00979569539191,0.00908005408851,0.0084773488514,0.00807790232191,0.00743474280933,0.00690693287711,0.00642802339473
MLI,130.284867644,127.957836951,124.015345112,121.510575326,120.121379271,119.549661906,118.948562489,116.544233061,116.317152156,117.187553028,119.130689714,123.713569749,128.348004707,134.349652383,140.085863425,142.799649214,137.035640913,130.23207328,120.657005377,110.818707759,108.017693802,111.302441273,120.839790407,124.15303527,121.65910881,118.37615804,115.833746565
MMR,19.1572158073,19.3142333709,19.2215999088,19.1846621682,18.9800907748,18.7489814925,18.778692095,18.7108000022,19.0732803178,19.567742121,19.6986612581,20.1267853631,19.9637183067,19.9101692786,19.6545806474,19.3629435696,19.0535812552,18.9479298166,18.9603228011,18.592807279,17.9350621637,17.2005559831,16.4010942999,15.2909170155,14.1109340674,13.5410386996,13.5410997885
MNP,0.323560391156,0.317162349293,0.311139330246,0.30542682608,0.299727853314,0.294113048987,0.287522461217,0.280101770195,0.27089515789,0.263748414744,0.254094192979,0.247451179469,0.244417824794,0.24138680709,0.239495041532,0.23988375853,0.238834204228,0.23844343827,0.239327133217,0.240861574535,0.240237569831,0.242170111462,0.242912629378,0.24417180635,0.244747574401,0.244442575331,0.242616168831
MOZ,154.207940806,154.081956609,152.588406243,153.148357471,151.076831622,149.384193974,148.052041497,145.611287166,144.230514827,141.759886836,136.977405284,133.46677312,127.885878253,120.905505097,112.014802724,102.050654852,97.8181596183,89.1134395197,72.427225325,73.5472372336,73.9140484928,72.2282218695,71.6921594337,66.4530104987,59.6505760868,54.6845606247,53.2089666594
MRT,8.27001208573,8.48747134093,8.63344261107,8.93115957861,9.26476080719,9.66751342006,10.4028282693,10.8771026726,11.8263555557,12.5763154867,13.3726442009,15.9509575412,18.1922339154,19.7112678789,18.9223771664,18.7151642537,18.4701848946,17.1482161574,16.5945658786,15.5719838351,9.60394935813,8.22815244625,7.65858735253,7.31460103009,6.99612412808,7.35135321598,7.15312269476
MUS,0.0116949262649,0.0116537638877,0.0117425443739,0.011867945253,0.0118973388908,0.0118936483676,0.0119779050455,0.0121125225205,0.0121089475798,0.0121281343634,0.0122643735184,0.0123044632919,0.012478582247,0.0124850087186,0.0124226936612,0.0123640391053,0.0122443214915,0.0120431410064,0.0119197999887,0.0118138407453,0.0116741578611,0.0115077990778,0.0113400998497,0.0112762317003,0.0113746768897,0.0114874292841,0.0116437703179
MWI,156.107776247,153.477657339,150.001041512,148.021227141,146.313382578,144.632615854,143.110592761,139.209417914,138.672756201,137.674486615,111.041282287,98.1778427588,87.7732884517,82.9283697609,77.9258671024,73.6844054144,77.2333160599,81.6924645305,84.2699232888,78.6143739866,59.4247839046,48.4468316466,43.791237992,44.3866750798,48.6241688016,46.9441491186,44.9364400375
MYS,0.193992579663,0.17380831575,0.15921917211,0.143059246034,0.127300839419,0.112431163599,0.103463734867,0.0957881563128,0.0904322245629,0.0883183679967,0.0858509043819,0.0816521337625,0.0794363323807,0.0765011061278,0.0731425143584,0.070606800481,0.0681653778993,0.0663292899155,0.0656670188659,0.0650941225713,0.0644165073709,0.064086405957,0.0645695363154,0.0636312621373,0.0637518867807,0.0633694934919,0.062989457543
NAM,8.26354798184,7.91638262945,7.86828998026,7.8345557165,7.74214318832,7.96370184389,8.13326763992,8.39754872644,8.4032222159,8.97491506617,8.86485904133,8.19515460319,8.08134095617,8.49260679666,9.59120916694,9.99316962225,9.79499231663,8.28852879812,7.54287534781,6.13965421534,4.77596038453,4.6232980023,4.51552918185,4.37886767775,4.44433185833,4.44464473186,4.4726627913
NER,136.639359843,135.183365888,133.200399922,133.146779461,130.847101552,130.471090779,128.292271841,126.266723698,125.937958348,125.073003375,123.925394667,124.407421691,126.274368257,130.750785459,134.822109748,147.78217146,135.084580968,144.207056293,154.139922894,158.964864184,159.835761706,158.734818638,149.977400411,137.90208553,129.781651745,124.81797241,119.229744982
NGA,143.87696325,147.342782514,147.800923923,150.219776212,150.124735764,149.286022414,149.307226296,147.764793087,148.94705099,147.356794313,145.550385589,146.879064136,147.062048377,150.264013157,145.981953429,142.915149164,146.280331682,146.091000613,147.41036741,134.466746341,123.22225535,113.902948598,106.431101504,102.751597171,99.8462112892,95.4886699467,92.7983899346
